"subject","predicate","object"
"event/ISRO_Merchandise","has_description","ISRO MerchandiseHome/ Media/Archives/ISRO Merchandise On 29th July 2021, Secretary, DOS/Chairman, ISRO formally launched the ISRO-theme based merchandise program in a virtual event in the presence of Scientific Secretary, ISRO, with the selection of the first batch of registered ISRO merchandisers.Customized ISRO-theme based products can play a game-changing role in creating awareness and kindling interest of the students, children and public, in the domain of space science & technology, propagating the achievements and laurels that ISRO brings to the nation. An Announcement of Opportunity has been floated in this regard, where interested agencies were invited to apply to become registered ISRO merchandisers. Addressing the gathering, Secretary, DOS/Chairman, ISRO Dr K Sivan said, “It makes me happy to see the immense interest the program has generated in such a short time. I am certain that the products created from your efforts shall reach nook and corner of the country including northeast states & Jammu & Kashmir and take the ISRO story among the youth and kids.” He also emphasized that the merchandise program has not been rolled out with a commercial interest, rather, the intent is outreach and creating awareness through common products such as toys, Do-it-Yourself kits, T-shirts, etc., which kindle curiosity and serve as reminiscence of ISRO success. He expressed hope that many more creative enterprises shall come forward to make use of this opportunity and create diverse products, highlighting ISRO’s previous and upcoming efforts, in a manner appealing to the younger generation, as we take the space program onwards and upwards. The registered ISRO merchandisers as on date are as follows: State Ankur Hobby Center Gujarat Black White Orange Brands Private Limited Maharashtra Indic Inspirations India Private Limited Maharashtra Dhruva Space Private Limited Telangana EENGN Private Limited Tamil Nadu Imagic Creatives Private Limited Karnataka Touchstone Enterprises Private Limited Karnataka Mankutimma Studios Private Limited Karnataka Specific Impulse Technologies Private Limited Punjab"
"event/ISRO_Merchandise","conducted_by","org/ISRO"
"event/ISRO_Merchandise","has_date","date/Jul_29,2021"
"event/ISRO_Merchandise","has_document","document/afd"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_Ambassador_of_Dominican_Republic","has_description","Chairman, ISRO/Secretary, DOS had a meeting with Ambassador of Dominican RepublicHome/ Media/Archives/Ambassador of Dominican Republic On the request of the Embassy of the Dominican Republic, Dr. K. Sivan, Chairman, ISRO/ Secretary, Department of Space had a virtual meeting with Ambassador of the Dominican Republic H.E. David Puig on July 15, 2021. The Ambassador expressed Dominican Republic’s interest on space cooperation with India. At this meeting, it is agreed to have further technical discussion to arrive at specific cooperation proposals."
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_Ambassador_of_Dominican_Republic","conducted_by","org/ISRO"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_Ambassador_of_Dominican_Republic","has_date","date/Jul_15,2021"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_Ambassador_of_Dominican_Republic","has_document","document/domincian"
"event/Third_Successful_Vikas_Engine_Long_Duration_Hot_Test_for_Gaganyaan_Program","has_description","Third Successful Vikas Engine Long Duration Hot Test for Gaganyaan ProgramHome/ Media/Archives/Gaganyaan Program On July 14, 2021, ISRO has successfully conducted the third long duration hot test of the liquid propellant Vikas Engine for the core L110 liquid stage of the human rated GSLV MkIII vehicle, as part of the engine qualification requirements for the Gaganyaan Programme. The engine was fired for a duration of 240 seconds at the engine test facility of ISRO Propulsion Complex (IPRC), Mahendragiri in Tamil Nadu. The performance of the engine met the test objectives and the engine parameters were closely matching with the predictions during the entire duration of the test."
"event/Third_Successful_Vikas_Engine_Long_Duration_Hot_Test_for_Gaganyaan_Program","conducted_by","org/ISRO"
"event/Third_Successful_Vikas_Engine_Long_Duration_Hot_Test_for_Gaganyaan_Program","has_date","date/Jul_14,2021"
"event/Third_Successful_Vikas_Engine_Long_Duration_Hot_Test_for_Gaganyaan_Program","has_document","document/DFS"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_the_new_President_of_French_National_Space_Agency","has_description","Chairman, ISRO/Secretary, DOS had a meeting with the new President of French National Space AgencyHome/ Media/Archives/French National Space Agency Dr. K. Sivan, Chairman, ISRO/ Secretary, Department of Space had a virtual meeting with Dr. Philippe Baptiste, President, French National Space Agency (CNES) on July 12, 2021. Both leaders reviewed the progress of the ongoing cooperation activities in joint satellite missions, payload accommodation, human space flight, space situational awareness, ground stations to support satellite missions and exchange of professionals between the agencies."
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_the_new_President_of_French_National_Space_Agency","conducted_by","org/ISRO"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_the_new_President_of_French_National_Space_Agency","has_date","date/Jul_12,2021"
"event/Chairman,________________________________________________________ISRO/Secretary,DOS_had_a_meeting_with_the_new_President_of_French_National_Space_Agency","has_document","document/FRENCH"
"event/Garmin_launches_NavIC_enabled_Standalone_Handheld_Devices","has_description","Garmin launches NavIC enabled Standalone Handheld DevicesHome/ Media/Archives/ NavIC enabled Standalone Handheld Devices Garmin, a renowned manufacturer of navigation products, has recently launched NavIC enabled handheld devices GPSMAP 66sr and GPSMAP 65s in India.NavIC enhances the accuracy and availability of signals in the hilly terrain as well as urban canyon. The NavIC enabled handheld devices can harness this benefit.ISRO acknowledged Garmin’s initiative to incorporate NavIC in these handheld devices. ISRO also urged Garmin to make NavIC an integral part of all their upcoming satellite navigation based devices launched in India."
"event/Garmin_launches_NavIC_enabled_Standalone_Handheld_Devices","conducted_by","org/ISRO"
"event/Garmin_launches_NavIC_enabled_Standalone_Handheld_Devices","has_date","date/Jul_02,2021"
"event/Garmin_launches_NavIC_enabled_Standalone_Handheld_Devices","has_document","document/garmin"
"event/NavIC_L1_adopts_indigenous_digital_codes_designed_by_ISRO_and_IISc","has_description","NavIC L1 adopts indigenous digital codes designed by ISRO and IIScHome/ Media/Archives/ digital codes designed by ISRO and IISc"
"event/NavIC_L1_adopts_indigenous_digital_codes_designed_by_ISRO_and_IISc","conducted_by","org/ISRO"
"event/NavIC_L1_adopts_indigenous_digital_codes_designed_by_ISRO_and_IISc","has_date","date/Jun_25,2021"
"event/NavIC_L1_adopts_indigenous_digital_codes_designed_by_ISRO_and_IISc","has_document","document/digital"
"event/Unraveling_the_mysteries_of_the_Solar_Corona","has_description","Unraveling the mysteries of the Solar Corona: New results from                                 Chandrayaan-2 Solar X-ray MonitorHome/ Media/Archives/ Solar Corona-Solar X-ray Monitor Our Sun, being the primary source of energy for our solar system has a significant                                     influence on our lives, and has always instilled a curiosity in humankind.. Though                                     we have a fairly good understanding of the origin of energy and other various                                     aspects of the Sun, several potentially life-changing phenomena still remain a                                     mystery. Being the nearest star, understanding the Sun also allows us to learn about                                     other distant stars betterSome of these mysteries are related to the hot outer atmosphere of the Sun, known as                                     ‘corona’, which emits profusely in ultra-violet and X-ray wavelengths of the                                     electromagnetic spectrum. We know that the corona consists of ionized gas at                                     temperatures exceeding one million Kelvin, which is much higher than photospheric                                     temperature of 6000 K, the visible surface temperature of the Sun. However, this                                     observation is against the natural expectation that the temperatures should reduce                                     as we go away from the source of energy, and this is known as the ‘coronal heating                                     problem’. From observations, such as the presence of even hotter corona, called                                     active regions above the Sunspots (dark patches seen in visible images of the Sun)                                     where the magnetic fields are known to be stronger, it is suggested that the                                     magnetic fields have an important role in the coronal heating. While there are                                     different theories regarding the actual mechanism, one of these relies on the                                     occurrence of a large number of small solar flares called ‘nanoflares’. Another                                     puzzling observation about the corona is that certain elements are found to have                                     abundances three to four times higher in active regions than in the photosphere.                                     This happens for elements which are easier to ionize, or require lesser energy to                                     ionize. In more technical terms, these elements have their First Ionization                                     Potential (FIP) lower than 10 eV, and hence this phenomenon is generally termed as                                     ‘FIP bias’. The exact reason behind the FIP bias and its origin remains an open                                     question.A team of scientists from the Physical Research Laboratory (PRL), Ahmedabad, used                                     observations of the Sun in soft X-rays with Solar X-ray Monitor (XSM) onboard ISRO's                                     Chandrayaan-2 mission during the deepest solar minimum of the past hundred years to                                     learn exciting details about the solar corona. For the first time, absolute                                     abundances of elemental Mg, Al, Si in the quiet solar corona are derived. The team                                     discovered and characterized around 100 “sub-A class” microflares in the quiet                                     corona providing new insight into coronal heating puzzle.The XSM, designed and developed by PRL with support from various ISRO centres,                                     provides measurement of soft X-ray (1-15 keV) spectrum of the Sun. The XSM also                                     supports the quantitative measurements of elemental abundances of the lunar surface                                     using the companion payload CLASS (Chandrayaan-2 Large Area Soft X-ray Spectrometer)                                     developed by URSC, Bangalore, which measures the X-ray fluorescence spectrum from                                     the lunar surface. At present, XSM is the only instrument that provides soft X-ray                                     spectral measurements of the Sun, i.e., measures the intensity of X-ray in different                                     energies over the 1 to 15 keV. More importantly, XSM provides such measurements with                                     very good energy resolution at every second, the highest cadence for any instrument                                     so far.XSM started observations of the Sun in September 2019, during the period of solar                                     minimum when typically there were very few Sunspots and active regions on the Sun.                                     The solar minimum of 2019-2020 was even more peculiar as the Sun was extremely                                     quiet, and its activity was at the lowest level over the past century. This provided                                     a unique opportunity for XSM to observe the quiet corona without active regions for                                     long periods. The solar X-ray flux as observed by the XSM during this period is                                     shown in the figure. Intervals highlighted with blue color correspond to a period of                                     76 days when no active regions were present on the solar disk, and XSM was observing                                     the quiet corona.A remarkable and surprising observation is the detection of a large number (98) of                                     extremely small flares in the quiet corona (see Figure below). These flares are so                                     small that their intensity is well below the standard scale to classify solar flares                                     (i.e. A, B, C, M, and X class flares, where each class is 10 times more intense than                                     previous), and hence these are termed as “sub-A class microflares”. Using the X-ray                                     spectra of these microflares obtained with the XSM and contemporary images in                                     Extreme Ultra-violet obtained with the Atmospheric Imaging Assembly (AIA) of NASA's                                     Solar Dynamics Observatory (SDO), the energy content of these flares could be                                     estimated. This was the first observation and statistical study of such a large                                     sample of microflares in the quiet Sun, supporting the hypothesis of the presence of                                     even smaller scale flares everywhere on the solar corona that could be responsible                                     for the coronal heating.The X-ray emission over these 76 days, excluding the durations of the microflares,                                     is unusually constant. This is the lowest intensity of X-ray emission observed from                                     the Sun since space-borne observations began. Analysis of the XSM spectra of the                                     quiet Sun, excluding the microflares, provided the measurement of abundances of                                     various elements. The abundances of the low FIP elements Mg, Al, and Si were                                     estimated and found to be lower than the abundances seen in active region corona but                                     higher than that in the photosphere. This is the first report of measurement of                                     abundances as well as reduced FIP bias in the quiet Sun. Our observations of FIP                                     bias in the quiet Sun provides significant inputs towards understanding the FIP bias                                     and suggests that it arises due to the presence of Alfvén waves in the closed                                     magnetic loops.These outstanding science results on the solar corona and heliophysics obtained                                     during a unique solar extremely quiet period using a sensitive instrument XSM aboard                                     Chandryayaan-2 observations are published in two companion papers in the May issue                                     of the Astrophysical Journal Letters.Both the Chandrayaan-2 orbiter and the XSM instrument are performing extremely well,                                     and expected to provide many more exciting and new results. Figure : Panels (a) and (b) show the X-ray flux in the 1–15 keV energy range with a                                     time cadence of 120 seconds, as measured by the XSM during two observing seasons.                                     Different background shades represent activity levels on the Sun, with orange                                     representing periods when active regions are present; pink representing periods of                                     enhanced activity visible in both the XSM light curve as well as EUV/X-ray images                                     but not classified as Active Regions; and blue representing periods selected for the                                     present study when no major activity was observed on the Sun. The micro flares                                     detected during the quiet periods are marked with red points, representing their                                     peaks; and red vertical bars, representing their time. Publications: ""Observations of the Quiet Sun During the Deepest                                             Solar Minimum of the Past Century with Chandrayaan-2 XSM: Elemental                                             Abundances in the Quiescent Corona” Vadawale, Santosh V.; Mithun, N. P. S.; Mondal, Biswajit; Sarkar,                                     Aveek; Janardhan, P.; Joshi, Bhuwan; Bhardwaj, Anil; Shanmugam, M.; Patel, Arpit R.;                                     Adalja, Hitesh Kumar L.; Goyal, Shiv Kumar; Ladiya, Tinkal; Tiwari, Neeraj Kumar;                                     Singh, Nishant; Kumar, Sushil,Astrophysical Journal Letters,Vol. 912,                                     Id. L13(11pp), 2021,https://doi.org/10.3847/2041-8213/abf0b0 Vadawale, Santosh V.; Mithun, N. P. S.; Mondal, Biswajit; Sarkar,                                     Aveek; Janardhan, P.; Joshi, Bhuwan; Bhardwaj, Anil; Shanmugam, M.; Patel, Arpit R.;                                     Adalja, Hitesh Kumar L.; Goyal, Shiv Kumar; Ladiya, Tinkal; Tiwari, Neeraj Kumar;                                     Singh, Nishant; Kumar, Sushil,Astrophysical Journal Letters,Vol. 912, Id.                                     L13(11pp), 2021,https://doi.org/10.3847/2041-8213/abf0b0"
"event/Unraveling_the_mysteries_of_the_Solar_Corona","conducted_by","org/ISRO"
"event/Unraveling_the_mysteries_of_the_Solar_Corona","has_date","date/Jun_22,2021"
"event/Unraveling_the_mysteries_of_the_Solar_Corona","has_document","document/xray"
"event/Natural_selection_in_few_milliseconds","has_description","Natural selection in few milliseconds: Shock-induced formation of                                 complex macroscale structuresHome/ Media/Archives/ macroscale structures A team of scientists led by Physical Research Laboratory (PRL) have found                                         that shock-processing of amino acids and nucleobases tend to form complex                                         macroscale structures on a timescale of about 2 milliseconds. This discovery                                         suggests that the building blocks of life could have polymerized not just on                                         Earth but on other planetary bodies through shock-processing of life-forming                                         molecules. The study also provides further experimental evidence for the                                         'threads' observed in meteorites being due to assemblages of (bio)molecules                                         arising from impact-induced shocks.The Origin of life remains a well-kept secret with one of the biggest questions and                                     greatest mysteries being “How and where did life start on Earth?”. The molecules                                     that are necessary for life are known to be present in the deeper, darker and the                                     colder regions of space. Simple molecules such as water, ammonia, carbon monoxide                                     and carbon dioxide, methane, nitrogen and oxygen, etc., are processed in the extreme                                     environments of deep space and are converted to larger and complex molecules, such                                     as the amino acids / nucleobases / fatty acids, so called the molecules of life,                                     that are necessary to make the protein, DNA and lipids, respectively, which are                                     basic ingredients of a living cell. Carl Sagan (and his co-workers) had shown that                                     applying shockwaves to such simple molecules can synthesize amino acids in an                                     instant. Instantaneous synthesis of such larger molecules by a shockwave is quite                                     surprising as the conversion of simple to complex molecules by the action of charged                                     particles such as electron, protons and ions takes a long time.In its early days - billions of years ago, many of the molecules formed in space are                                     thought to have been brought to Earth by cometary or asteroid impacts. During such                                     an impact event the kinetic energy of the incoming bolide is transferred to the                                     target momentarily creating extreme conditions that alter the physico-chemical                                     nature of both the target and the bolide. Shockwaves, of high intensity, generated                                     at the time of such impact events are capable of modifying the chemical nature of                                     not just the simple molecules but even the complex molecules, such as the molecules                                     of life, by providing the energy required to overcome thermochemical barriers and so                                     trigger more complex chemistry. Such high intensity shockwaves can be generated in                                     the laboratory and therefore, conditions experienced in an impact event can be                                     simulated in the laboratory.In order to understand the fate of the molecules of life in simulated impact induced                                     shock conditions, PRL scientists subjected a range of amino acids and nucleobases,                                     to high intensity shocks using a novel Material Shock Tube (MST)* facility of Indian                                     Institute of Science, Bangalore. A similar shock tube (High-Intensity Shock Tube for                                     Astrochemistry; HISTA) is established at the Physical Research Laboratory,                                     Ahmedabad. Both the shock tubes are similar in their design, and experiments were                                     carried out and repeated at both the shock tube facilities. These shock tubes can                                     generate shockwave speeds of up to Mach number ~5.6, temperature ~8000 K and dwell                                     time ~2 millisecond. Series of experiments were performed with individual and                                     mixture of amino acids (in powder form). We selected amino acids from among the set                                     of 21 amino acids that are found in the living systems. After the shock processing,                                     residue samples were collected at the end of the shock tube. Infrared spectroscopy                                     analysis showed the survivability of amino acids as well as additional band                                     corresponding to peptide bonds to be present in the shock processed sample. We                                     therefore used electron microscopy to image the residue sample.The results of the imaging analysis were quite remarkable. In the case of shock                                     processed glycine, we could see threads; flat and cylindrical, of length up to 100                                     micro-meter. In mixtures of amino acids, such as the four mixture; lysine - aspartic                                     acid - glutamic acid - arginine, we could see more complexity in the observed                                     structure (Figure 1). In the case of shock processing a mixture of many of the amino                                     acids (up to 20), we could observe the formation of twisted, threads that split /                                     combine and tube like structures. Whereas when subjecting nucleobases to similar                                     conditions we observed the thread formation, longer and twisted threads forming from                                     randomly oriented solid chunks of nucleobases (Figure 2). More details are provided                                     in two references provided below.Clearly there is a resemblance in the complex macroscale structures we see in the                                     shocked samples with those found in cellular structures. Similar structures have                                     also been reported to be present in some of the meteorites, although their origin                                     and exact nature, to-date, has been unknown.These experimental results clearly demonstrate that impact induced shock processes                                     can lead to complex macroscale structures in an instant, a natural selection                                     happening within few milliseconds and brings us a step further in our understanding                                     of the Origin of life from the molecules of life. Figure 1: Scanning electron micrographs of a mixture of four amino acids                                     (lysine-aspartic acid-arginine-glutamic acid) before and after shock processing. The                                     post shock sample showed the formation of a porous cylindrical structure. Depending                                     on the starting mixture of amino acids the resulting structure differed (see                                     reference 1 for details). Surendra V. Singh, J. Vishakantaiah, J. K. Meka, Vijayan                                     Sivaprahasam, V. Chandrasekaran, R. Thombre, V. Thiruvenkatam, A. Mallya,                                     Balabhadrapatruni N. Rajasekhar, M. Muruganantham, A. Datey, H. Hill, A. Bhardwaj,                                     G. Jagadeesh, K. P. J. Reddy, Nigel J. Mason, and B. Sivaraman, Shock processing of                                     amino acids leading to complex structures - implication to the Origin of life,Molecules, vol.25, issue23, 5634, pp.1-12 2020.https://doi.org/10.3390/molecules25235634 V. S. Surendra, V. Jayaram, M. Muruganantham, T. Vijay, S.                                     Vijayan, P. Samarth, H. Hill, A. Bhardwaj, N. J. Mason, B. Sivaraman, Complex                                     structures synthesized in shock processing of nucleobases - implications to theOrigins of life,International Journal of Astrobiology, 2021.https://doi.org/10.1017/S1473550421000136"
"event/Natural_selection_in_few_milliseconds","has_date","date/Jun_14,2021"
"event/Natural_selection_in_few_milliseconds","has_document","document/selection"
"event/Webinar_on_“Continuously_Operating_Reference_Stations_in_India_–","has_description","Webinar on “Continuously Operating Reference Stations in India – Prospects of NavIC”Home/ Media/Archives/ Webinar on Continuously Operating ISRO has organized a two-day webinar on “Continuously Operating Reference Stations (CORS) in India – Prospects of NavIC” on 21st and 22nd April 2021.Shri. Umamaheswaran R, Scientific Secretary ISRO inaugurated the webinar and provided the opening remarks. Shri. Nilesh Desai, Director SAC provided the introductory remarks.The webinar is being attended by eminent national experts in the field of geodesy, geodynamic studies, atmospheric sciences, and aerial surveying. The webinar is also being attended by the prominent Indian and global industries in the field of high precision GNSS.The deliberations and discussions in webinar are aimed at formulating a comprehensive frame-work for NavIC-based CORS implementation in India, in line with the Government of India’s “आत्मनिर्भर भारत” initiative."
"event/Webinar_on_“Continuously_Operating_Reference_Stations_in_India_–","conducted_by","org/ISRO"
"event/Webinar_on_“Continuously_Operating_Reference_Stations_in_India_–","has_date","date/Apr_21,2021"
"event/Webinar_on_“Continuously_Operating_Reference_Stations_in_India_–","has_document","document/Continuously%20Operating"
"event/Announcement_of_Opportunity_(AO)_for_Utilizing_AstroSat_archival_data","has_description","Announcement of Opportunity (AO) for Utilizing AstroSat archival data (3rd Batch)Home/ Media/Archives/ Utilizing AstroSat archival data AstroSat is India's first multi-wavelength observatory class mission. Data from AstroSat was opened to public on 28th September 2018and archived at ISSDC .Proposals are hereby invited from Astronomy community of the nation for utilizing AstroSat archival data. This announcement of opportunity (AO) is open to Indian scientific community for submitting research proposals towards utilisation of data from any and/or all the experiments for limited financial assistance. For a detailed information on the AO please refer to  AstroSat_AO The completely filled-in application has to reach sspo[at]isro[dot]gov[dot]in on or before31-05-2021."
"event/Announcement_of_Opportunity_(AO)_for_Utilizing_AstroSat_archival_data","has_date","date/Apr_20,2021"
"event/Announcement_of_Opportunity_(AO)_for_Utilizing_AstroSat_archival_data","has_document","document/announcement"
"event/French_Minister_has_visited_ISRO_Headquarters_and_HSFC_on_April_15,","has_description","French Minister has visited ISRO Headquarters and HSFC on April 15, 2021Home/ Media/Archives/ French Minister has visited ISRO Headquarters H. E Jean-Yves Le Drian, Minister for Europe and Foreign Affairs, Government of Republic of France visited the Headquarters of Indian Space Research Organisation (ISRO) and had discussions with Dr. K. Sivan, Secretary, Department of Space/ Chairman, ISRO and other senior officials. Ambassador of France to India, Consul General at Bangalore and a few other officials have accompanied the Minister.Evolution and achievements of Indian space programme and India-France space cooperation and details of the recent space reforms announced by Government of India were presented to the Minister.An Implementing Arrangement between ISRO’s Human Space Flight Centre (HSFC) and French National Space Agency (CNES) for cooperation concerning Human Spaceflight programme, specifically on sharing of expertise in space medicine, was exchanged during this visit.The Minister with his delegation has also visited ISRO’s Human Space Flight Centre (HSFC). Details of India’s Human space flight programme ‘GAGANYAAN’ including the full-size model of Crew Module were explained to the Minister at HSFC."
"event/French_Minister_has_visited_ISRO_Headquarters_and_HSFC_on_April_15,","conducted_by","org/ISRO"
"event/French_Minister_has_visited_ISRO_Headquarters_and_HSFC_on_April_15,","has_date","date/Apr_15,2021"
"event/French_Minister_has_visited_ISRO_Headquarters_and_HSFC_on_April_15,","has_document","document/French%20Minister%20has%20visited%20ISRO%20Headquarters"
"event/Workshop_on_Scientific_Writing","has_description","Workshop on Scientific WritingHome/ Media/Archives/Workshop on Scientific Writing An online workshop on “Scientific Writing” was organized by Capacity Building                                     Programme Office (CBPO) ISRO HQ on 31st March 2021 for the benefit of faculty,                                     research scholars and others from academia, especially the research scholars working                                     in the ISRO sponsored projects taken up under Space Technology Cells (STCs),                                     Regional Academic Centre for Space (RAC-S), Space Technology Incubation Centres                                     (S-TIC) and RESPOND.The aim of this workshop was to create awareness about finding gaps in the existing                                     literature, doing quality research, reproducibility of results, how to convert the                                     work into a good research paper, publishing it in a reputed journal, how to choose a                                     journal and ethics in publishing etc.The Workshop was inaugurated by Shri A S Kiran kumar, Former Chairman, ISRO. Prof                                     Alok Porwal, Professor and Head, CSRE, IIT Bombay and Dr P V Venkitakrishnan,                                     Director, CBPO, ISRO HQ spoke during inaugural session. Dr M A Paul, Associate                                     Director, RESPOND, expressed vote of thanks.The sessions were handled by two eminent speakers namely Ms. Swati Meherishi,                                     Editorial Director, Applied Science and Engineering, Springer and Dr. S.V.S.                                     Narayana Murty, Scientist, Vikram Sarabhai Space Centre, Trivandrum. It was followed                                     by an hour interaction session with the participants. Around 1000 participants from                                     academia participated in the programme."
"event/Workshop_on_Scientific_Writing","conducted_by","org/ISRO"
"event/Workshop_on_Scientific_Writing","has_date","date/Mar_31,2021"
"event/Workshop_on_Scientific_Writing","has_document","document/workshop"
"event/ISRO_makes_breakthrough_demonstration_of_free-space_Quantum_Key_Distribution_(QKD)_over_300_m","has_description","ISRO makes breakthrough demonstration of free-space Quantum Key Distribution (QKD) over 300 mHome/ Media/Archives/Quantum Key Distribution (QKD) For the first time in the country, Indian Space Research Organisation (ISRO) has successfully demonstrated free-space Quantum Communication over a distance of 300 m. A number of key technologies were developed indigenously to accomplish this major feat, which included the use of indigenously developed NAVIC receiver for time synchronization between the transmitter and receiver modules, and gimbal mechanism systems instead of bulky large-aperture telescopes for optical alignment. The demonstration has included live videoconferencing using quantum-key-encrypted signals. This is a major milestone achievement for unconditionally secured satellite data communication using quantum technologies. The Quantum Key Distribution (QKD) technology underpins Quantum Communication technology that ensures unconditional data security by virtue of the principles of quantum mechanics, which is not possible with the conventional encryption systems. The conventional cryptosystems used for data-encryption rely on the complexity of mathematical algorithms, whereas the security offered by quantum communication is based on the laws of Physics. Therefore, quantum cryptography is considered as ‘future-proof’, since no future advancements in the computational power can break quantum-cryptosystem. The free-space QKD was demonstrated at Space Applications Centre (SAC), Ahmedabad, between two line-of-sight buildings within the campus. The experiment was performed at night, in order to ensure that there is no interference of the direct sunlight. The experiment is a major breakthrough towards ISRO’s goal of demonstrating Satellite Based Quantum Communication (SBQC), where ISRO is gearing up to demonstrate the technology between two Indian ground stations."
"event/ISRO_makes_breakthrough_demonstration_of_free-space_Quantum_Key_Distribution_(QKD)_over_300_m","conducted_by","org/ISRO"
"event/ISRO_makes_breakthrough_demonstration_of_free-space_Quantum_Key_Distribution_(QKD)_over_300_m","has_date","date/Mar_22,2021"
"event/ISRO_makes_breakthrough_demonstration_of_free-space_Quantum_Key_Distribution_(QKD)_over_300_m","has_document","document/Quantum%20Key%20Distribution%20(QKD)"
"event/Dr._K._Sivan,Chairman,ISRO_/Secretary,DOS_inaugurates_3_Space_Technology_Incubation_Centres_and_releases","has_description","Dr. K. Sivan, Chairman, ISRO / Secretary, DOS inaugurates 3 Space                                 Technology Incubation Centres and releases युक्ति-संचिता YUKTI- Sanchita 2021Home/ Media/Archives/Sanchita 2021"
"event/Dr._K._Sivan,Chairman,ISRO_/Secretary,DOS_inaugurates_3_Space_Technology_Incubation_Centres_and_releases","conducted_by","org/ISRO"
"event/Dr._K._Sivan,Chairman,ISRO_/Secretary,DOS_inaugurates_3_Space_Technology_Incubation_Centres_and_releases","has_date","date/Mar_18,2021"
"event/Dr._K._Sivan,Chairman,ISRO_/Secretary,DOS_inaugurates_3_Space_Technology_Incubation_Centres_and_releases","has_document","document/Sanchita"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_HRH_Prince_Sultan_bin_Salman_bin_Abdul_Aziz,Chairman_of_the_Board_of_Directors_of_Saudi_Space_Commission","has_description","Dr. K. Sivan, Chairman, ISRO/Secretary, DOS had a meeting with HRH                                 Prince Sultan bin Salman bin Abdul Aziz, Chairman of the Board of Directors of Saudi                                 Space CommissionHome/ Media/Archives/Saudi Space"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_HRH_Prince_Sultan_bin_Salman_bin_Abdul_Aziz,Chairman_of_the_Board_of_Directors_of_Saudi_Space_Commission","conducted_by","org/ISRO"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_HRH_Prince_Sultan_bin_Salman_bin_Abdul_Aziz,Chairman_of_the_Board_of_Directors_of_Saudi_Space_Commission","has_date","date/Mar_17,2021"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_HRH_Prince_Sultan_bin_Salman_bin_Abdul_Aziz,Chairman_of_the_Board_of_Directors_of_Saudi_Space_Commission","has_document","document/Saudi%20Space"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Japan_Aerospace_Exploration_Agency","has_description","Dr. K. Sivan, Chairman, ISRO/Secretary, DOS had a meeting with the President of Japan Aerospace Exploration AgencyHome/ Media/Archives/NISAR payload ISRO’s S-Band SAR Payload ofNASA-ISROSyntheticApertureRadar (NISAR) mission was flagged OFF by Chairman, ISRO / Secretary, DOS on March 4th2021 through Virtual Mode. S-Band SAR payload has been shipped from Space Applications Centre, Ahmedabad (SAC/ISRO) to Jet Propulsion Laboratory, Pasadena for integration with L-Band SAR Payload of JPL, NASA. NISAR is a joint collaboration between ISRO and NASA for a dual-frequency L and S-Band Synthetic Aperture Radar for earth observation. NISAR would provide a means of disentangling highly spatial and temporally complex processes ranging from ecosystem disturbances to ice sheet collapses and natural hazards including earthquakes, tsunamis, volcanoes and landslides."
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Japan_Aerospace_Exploration_Agency","conducted_by","org/ISRO"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Japan_Aerospace_Exploration_Agency","has_date","date/Mar_11,2021"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Japan_Aerospace_Exploration_Agency","has_document","document/Japan%20Aerospace"
"event/ISRO’s_NISAR_payload_flagged_off_to_JPL,NASA","has_description","ISRO’s NISAR payload flagged off to JPL, NASAHome/ Media/Archives/NISAR payload ISRO’s S-Band SAR Payload ofNASA-ISROSyntheticApertureRadar (NISAR) mission was flagged OFF by                                 Chairman, ISRO / Secretary, DOS on March 4th2021 through Virtual Mode.                                 S-Band SAR payload has been shipped from Space Applications Centre, Ahmedabad (SAC/ISRO)                                 to Jet Propulsion Laboratory, Pasadena for integration with L-Band SAR Payload of JPL,                                 NASA. NISAR is a joint collaboration between ISRO and NASA for a dual-frequency L and                                 S-Band Synthetic Aperture Radar for earth observation. NISAR would provide a means of                                 disentangling highly spatial and temporally complex processes ranging from ecosystem                                 disturbances to ice sheet collapses and natural hazards including earthquakes, tsunamis,                                 volcanoes and landslides."
